Ranking,Name,q_r_base,band,w_band
518,Pyukumuku,20,501-800,0.7489843608000769
519,Hoopa,20,501-800,0.7449457381771871
520,Bounsweet,20,501-800,0.7411344491069477
521,Cloyster,20,501-800,0.7375272489127968
522,Deerling,20,501-800,0.7341042390943966
523,Delibird,20,501-800,0.7308482584259327
524,Lanturn,20,501-800,0.7277444060413011
525,Hitmonchan,20,501-800,0.7247796636776955
526,Helioptile,20,501-800,0.7219425933816683
527,Regidrago,20,501-800,0.7192230933248643
528,Wyrdeer,20,501-800,0.7166121988528216
529,Nidorina,20,501-800,0.7141019190952173
530,Slugma,20,501-800,0.7116851017915987
531,Spoink,20,501-800,0.7093553206951463
532,Poipole,20,501-800,0.7071067811865475
533,Ursaring,20,501-800,0.7049342406834318
534,Dunsparce,19,501-800,0.7028329411538596
535,Buzzwole,19,501-800,0.7007985515957754
536,Heliolisk,19,501-800,0.6988271187715792
537,Pawniard,19,501-800,0.6969150248194834
538,Dudunsparce,19,501-800,0.6950589506240562
539,Druddigon,19,501-800,0.693255844034287
540,Amoonguss,19,501-800,0.6915028921812392
541,Gouging Fire,19,501-800,0.6897974972783647
542,Palafin,19,501-800,0.6881372553930184
543,Chinchou,19,501-800,0.6865199377630813
544,Rhyhorn,19,501-800,0.6849434743020966
545,Jangmo-o,19,501-800,0.6834059389931684
546,Donphan,19,501-800,0.6819055369186137
547,Walrein,19,501-800,0.6804405927109582
548,Tinkatuff,19,501-800,0.6790095402428922
549,Florges,19,501-800,0.677610913400481
550,Natu,19,501-800,0.6762433378062414
551,Smoliv,19,501-800,0.6749055233774375
552,Prinplup,19,501-800,0.6735962576207389
553,Dragalge,19,501-800,0.6723143995777507
554,Klefki,19,501-800,0.6710588743472546
555,Scrafty,19,501-800,0.6698286681196615
556,Hitmontop,19,501-800,0.6686228236674175
557,Vanillite,19,501-800,0.6674404362421723
558,Mesprit,19,501-800,0.6662806498355858
559,Petilil,19,501-800,0.6651426537658847
560,Dusclops,19,501-800,0.6640256795567926
561,Primeape,19,501-800,0.6629289980793758
562,Drilbur,19,501-800,0.6618519169307437
563,Fidough,19,501-800,0.6607937780265039
564,Garganacl,19,501-800,0.6597539553864471
565,Glalie,19,501-800,0.658731853095205
566,Crawdaunt,19,501-800,0.6577269034215901
567,Foongus,19,501-800,0.6567385650820766
568,Noctowl,19,501-800,0.6557663216353986
569,Cleffa,19,501-800,0.654809679996602
570,Swinub,19,501-800,0.653868169060068
571,Sealeo,19,501-800,0.6529413384220869
572,Chesnaught,18,501-800,0.6520287571944944
573,Sewaddle,18,501-800,0.6511300129017114
574,Sigilyph,18,501-800,0.650244710454271
575,Dewgong,18,501-800,0.6493724711925737
576,Blitzle,18,501-800,0.6485129319951972
577,Mantyke,18,501-800,0.6476657444466207
578,Kecleon,18,501-800,0.6468305740596851
579,Shellder,18,501-800,0.646007099548542
580,Komala,18,501-800,0.645195012148216
581,Liepard,18,501-800,0.6443940149772542
582,Caterpie,18,501-800,0.6436038224402354
583,Darmanitan,18,501-800,0.6428241596671959
584,Delcatty,18,501-800,0.642054761987276
585,Araquanid,18,501-800,0.6412953744341179
586,Grotle,18,501-800,0.6405457512807505
587,Shiftry,18,501-800,0.6398056556018834
588,Chatot,18,501-800,0.6390748588616995
589,Bellsprout,18,501-800,0.6383531405253905
590,Beautifly,18,501-800,0.6376402876928168
591,Chimecho,18,501-800,0.6369360947528021
592,Cottonee,18,501-800,0.6362403630566871
593,Cranidos,18,501-800,0.6355529006098732
594,Glastrier,18,501-800,0.6348735217801837
595,Kabuto,18,501-800,0.6342020470219552
596,Boltund,18,501-800,0.633538302614858
597,Eiscue,18,501-800,0.6328821204165123
598,Stakataka,18,501-800,0.6322333376280392
599,Golduck,18,501-800,0.6315917965717447
600,Pawmi,18,501-800,0.6309573444801932
601,Mienfoo,18,501-800,0.630329833295981
602,Wingull,18,501-800,0.6297091194815652
603,Nickit,18,501-800,0.6290950638385501
604,Dodrio,18,501-800,0.6284875313358761
605,Hatenna,18,501-800,0.6278863909463878
606,Monferno,18,501-800,0.6272915154913012
607,Whirlipede,18,501-800,0.6267027814921144
608,Carbink,18,501-800,0.6261200690295415
609,Clawitzer,18,501-800,0.6255432616090743
610,Brionne,18,501-800,0.6249722460328031
611,Lillipup,18,501-800,0.624406912277151
612,Iron Bundle,18,501-800,0.6238471533761979
613,Solosis,18,501-800,0.6232928653102924
614,Lunatone,18,501-800,0.6227439468996657
615,Rookidee,18,501-800,0.6222002997027839
616,Elekid,18,501-800,0.6216618279191847
617,Yanma,18,501-800,0.6211284382965674
618,Finizen,18,501-800,0.6206000400419143
619,Herdier,18,501-800,0.6200765447364341
620,Mareanie,18,501-800,0.6195578662541357
621,Iron Leaves,18,501-800,0.6190439206838455
622,Wishiwashi,18,501-800,0.6185346262544984
623,Dondozo,18,501-800,0.618029903263536
624,Beldum,18,501-800,0.6175296740082624
625,Tauros,18,501-800,0.6170338627200096
626,Naganadel,18,501-800,0.616542395500978
627,Sandygast,18,501-800,0.6160552002636216
628,Octillery,18,501-800,0.6155722066724582
629,Taillow,18,501-800,0.6150933460881862
630,Bagon,18,501-800,0.6146185515140038
631,Iron Jugulis,18,501-800,0.6141477575440235
632,Cacturne,18,501-800,0.613680900313687
633,Cacnea,18,501-800,0.6132179174520891
634,Blacephalon,18,501-800,0.6127587480361202
635,Carnivine,18,501-800,0.612303332546349
636,Pikipek,18,501-800,0.6118516128245642
637,Thievul,18,501-800,0.611403532032902
638,Carracosta,18,501-800,0.6109590346144892
639,Flabébé,18,501-800,0.6105180662555354
640,Hariyama,18,501-800,0.6100805738488102
641,Quaquaval,18,501-800,0.6096465054584455
642,Charjabug,18,501-800,0.6092158102860067
643,Hakamo-o,18,501-800,0.6087884386377773
644,Rampardos,18,501-800,0.6083643418932058
645,Camerupt,18,501-800,0.6079434724744658
646,Toxapex,18,501-800,0.6075257838170838
647,Cyclizar,18,501-800,0.607111230341587
648,Lickitung,18,501-800,0.6066997674261336
649,Terapagos,18,501-800,0.6062913513800812
650,Purrloin,18,501-800,0.6058859394184564
651,Victreebel,18,501-800,0.6054834896372906
652,Machoke,18,501-800,0.605083960989785
653,Comfey,18,501-800,0.6046873132632724
654,Doduo,18,501-800,0.604293507056944
655,Kingler,18,501-800,0.6039025037603122
656,Venonat,18,501-800,0.6035142655323785
657,Ducklett,18,501-800,0.6031287552814808
658,Pawmot,18,501-800,0.6027459366457922
659,Mankey,18,501-800,0.6023657739744483
660,Eldegoss,18,501-800,0.6019882323092768
661,Escavalier,18,501-800,0.6016132773671075
662,Archaludon,18,501-800,0.6012408755226418
663,Dhelmise,18,501-800,0.6008709937918584
664,Dubwool,18,501-800,0.600503599815937
665,Nidoran♀,18,501-800,0.600138661845681
666,Krabby,17,501-800,0.5997761487264182
667,Cubchoo,17,501-800,0.599416029883366
668,Cherubi,17,501-800,0.5990582753074409
669,Wo-Chien,17,501-800,0.5987028555414977
670,Aipom,17,501-800,0.5983497416669821
671,Celesteela,17,501-800,0.5979989052909831
672,Vanilluxe,17,501-800,0.5976503185336705
673,Hoothoot,17,501-800,0.5973039540161026
674,Perrserker,17,501-800,0.5969597848483936
675,Furfrou,17,501-800,0.5966177846182255
676,Miltank,17,501-800,0.5962779273796944
677,Venipede,17,501-800,0.5959401876424794
678,Electrike,17,501-800,0.5956045403613212
679,Golem,17,501-800,0.5952709609258027
680,Tangrowth,17,501-800,0.5949394251504194
681,Iron Thorns,17,501-800,0.5946099092649301
682,Cramorant,17,501-800,0.5942823899049784
683,Drednaw,17,501-800,0.5939568441029771
684,Urshifu,17,501-800,0.5936332492792451
685,Pawmo,17,501-800,0.5933115832333897
686,Drapion,17,501-800,0.5929918241359252
687,Frillish,17,501-800,0.5926739505201215
688,Zubat,17,501-800,0.5923579412740733
689,Golbat,17,501-800,0.5920437756329848
690,Budew,17,501-800,0.5917314331716619
691,Linoone,17,501-800,0.5914208937972039
692,Ferrothorn,17,501-800,0.5911121377418921
693,Wurmple,17,501-800,0.590805145556265
694,Fomantis,17,501-800,0.5904998981023765
695,Glameow,17,501-800,0.590196376547231
696,Kricketune,17,501-800,0.5898945623563898
697,Phione,17,501-800,0.5895944372877429
698,Koffing,17,501-800,0.5892959833854416
699,Sandy Shocks,17,501-800,0.5889991829739882
700,Milcery,17,501-800,0.5887040186524746
701,Rhyperior,17,501-800,0.5884104732889696
702,Hippowdon,17,501-800,0.5881185300150463
703,Tirtouga,17,501-800,0.5878281722204494
704,Clauncher,17,501-800,0.5875393835478936
705,Lechonk,17,501-800,0.5872521478879942
706,Litleo,17,501-800,0.5869664493743213
707,Thundurus,17,501-800,0.5866822723785778
708,Boldore,17,501-800,0.5863996015058954
709,Minior,17,501-800,0.5861184215902445
710,Parasect,17,501-800,0.5858387176899577
711,Rufflet,17,501-800,0.5855604750833601
712,Houndstone,17,501-800,0.5852836792645064
713,Ariados,17,501-800,0.5850083159390189
714,Gothitelle,17,501-800,0.5847343710200257
715,Voltorb,17,501-800,0.5844618306241954
716,Seel,17,501-800,0.5841906810678655
717,Iron Crown,17,501-800,0.5839209088632616
718,Shellos,17,501-800,0.5836525007148063
719,Darumaka,17,501-800,0.5833854435155129
720,Piloswine,17,501-800,0.5831197243434639
721,Cetitan,17,501-800,0.5828553304583705
722,Pinsir,17,501-800,0.5825922492982111
723,Kubfu,17,501-800,0.5823304684759475
724,Lombre,17,501-800,0.5820699757763155
725,Bronzong,17,501-800,0.581810759152688
726,Gimmighoul,17,501-800,0.5815528067240104
727,Swanna,17,501-800,0.5812961067718034
728,Claydol,17,501-800,0.5810406477372339
729,Hitmonlee,17,501-800,0.5807864182182512
730,Klinklang,17,501-800,0.5805334069667866
731,Anorith,17,501-800,0.580281602886015
732,Makuhita,17,501-800,0.5800309950276769
733,Magmar,17,501-800,0.5797815725894587
734,Clobbopus,17,501-800,0.5795333249124316
735,Pidove,17,501-800,0.5792862414785439
736,Ekans,17,501-800,0.5790403119081697
737,Electrode,17,501-800,0.5787955259577096
738,Numel,17,501-800,0.5785518735172421
739,Heatran,17,501-800,0.5783093446082274
740,Beartic,17,501-800,0.5780679293812574
741,Roggenrola,17,501-800,0.5778276181138557
742,Grimmsnarl,17,501-800,0.5775884012083226
743,Duraludon,17,501-800,0.5773502691896257
744,Surskit,17,501-800,0.5771132127033357
745,Morelull,17,501-800,0.5768772225136035
746,Spinarak,17,501-800,0.5766422895011807
747,Pidgey,17,501-800,0.5764084046614805
748,Turtonator,17,501-800,0.5761755591026786
749,Volcanion,17,501-800,0.5759437440438531
750,Toedscruel,17,501-800,0.5757129508131623
751,Staravia,17,501-800,0.5754831708460603
752,Overqwil,17,501-800,0.575254395683547
753,Skorupi,17,501-800,0.5750266169704558
754,Musharna,17,501-800,0.5747998264537739
755,Coalossal,17,501-800,0.5745740159809972
756,Dracozolt,17,501-800,0.5743491774985174
757,Tynamo,17,501-800,0.5741253030500423
758,Vanillish,17,501-800,0.5739023847750452
759,Tentacool,17,501-800,0.5736804149072477
760,Nacli,17,501-800,0.5734593857731304
761,Masquerain,17,501-800,0.5732392897904726
762,Mabosstiff,17,501-800,0.5730201194669221
763,Bibarel,17,501-800,0.5728018673985913
764,Pyroar,17,501-800,0.5725845262686807
765,Dracovish,17,501-800,0.5723680888461301
766,Bonsly,17,501-800,0.5721525479842937
767,Wimpod,17,501-800,0.5719378966196426
768,Shieldon,17,501-800,0.5717241277704901
769,Gulpin,17,501-800,0.5715112345357434
770,Solrock,17,501-800,0.5712992100936767
771,Nuzleaf,17,501-800,0.571088047700729
772,Carvanha,17,501-800,0.5708777406903236
773,Brute Bonnet,17,501-800,0.5706682824717103
774,Ledian,17,501-800,0.5704596665288287
775,Paras,17,501-800,0.5702518864191929
776,Arboliva,17,501-800,0.5700449357727967
777,Seedot,17,501-800,0.569838808291039
778,Shelgon,17,501-800,0.569633497745669
779,Trubbish,17,501-800,0.569428997977751
780,Indeedee,17,501-800,0.5692253028966475
781,Snover,17,501-800,0.5690224064790209
782,Sunflora,17,501-800,0.568820302767854
783,Jellicent,17,501-800,0.568618985871487
784,Rattata,17,501-800,0.568418449962673
785,Grapploct,17,501-800,0.5682186892776496
786,Skiploom,17,501-800,0.5680196981152275
787,Slaking,17,501-800,0.567821470835895
788,Whismur,17,501-800,0.5676240018609389
789,Relicanth,17,501-800,0.5674272856715801
790,Crocalor,17,501-800,0.5672313168081256
791,Avalugg,17,501-800,0.5670360898691341
792,Grimer,17,501-800,0.5668415995105973
793,Magmortar,17,501-800,0.5666478404451347
794,Landorus,17,501-800,0.5664548074412027
795,Gossifleur,17,501-800,0.5662624953223173
796,Trumbeak,17,501-800,0.5660708989662908
797,Pignite,17,501-800,0.5658800133044803
798,Bellibolt,17,501-800,0.5656898333210508
799,Machop,17,501-800,0.565500354052249
800,Muk,17,501-800,0.5653115705856911
801,Lumineon,16,801-1025,1.0
802,Cryogonal,14,801-1025,0.8408964152537145
803,Sinistcha,13,801-1025,0.7598356856515925
804,Bastiodon,13,801-1025,0.7071067811865476
805,Forretress,12,801-1025,0.668740304976422
806,Cradily,12,801-1025,0.6389431042462724
807,Swoobat,12,801-1025,0.6147881529512643
808,Tornadus,12,801-1025,0.5946035575013605
809,Gloom,12,801-1025,0.5773502691896257
810,Wugtrio,11,801-1025,0.5623413251903491
811,Pupitar,11,801-1025,0.5491004867761125
812,Chingling,11,801-1025,0.537284965911771
813,Poltchageist,11,801-1025,0.5266403878479267
814,Seismitoad,11,801-1025,0.5169731539571706
815,Gholdengo,11,801-1025,0.5081327481546147
816,Munna,11,801-1025,0.5
817,Orbeetle,11,801-1025,0.4924790605054523
818,Weepinbell,11,801-1025,0.48549177170732344
819,Swirlix,11,801-1025,0.4789736254435747
820,Iron Hands,11,801-1025,0.4728708045015879
821,Fezandipiti,10,801-1025,0.4671379777282001
822,Woobat,10,801-1025,0.4617366309441026
823,Zarude,10,801-1025,0.4566337854967312
824,Grafaiai,10,801-1025,0.45180100180492244
825,Slurpuff,10,801-1025,0.4472135954999579
826,Nincada,10,801-1025,0.4428500142691474
827,Baxcalibur,10,801-1025,0.4386913376508308
828,Beheeyem,10,801-1025,0.4347208719449914
829,Clamperl,10,801-1025,0.43092381945890607
830,Tapu Bulu,10,801-1025,0.42728700639623407
831,Klink,10,801-1025,0.42379865741502165
832,Copperajah,10,801-1025,0.42044820762685725
833,Kilowattrel,10,801-1025,0.4172261448611506
834,Unfezant,10,801-1025,0.41412387656655203
835,Stonjourner,10,801-1025,0.4111336169005197
836,Mr. Rime,10,801-1025,0.408248290463863
837,Sizzlipede,10,801-1025,0.40546144983876986
838,Weezing,10,801-1025,0.4027672046365773
839,Dewpider,10,801-1025,0.4001601601922499
840,Garbodor,10,801-1025,0.3976353643835253
841,Durant,10,801-1025,0.3951882613244048
842,Elgyem,10,801-1025,0.39281465090051304
843,Grubbin,10,801-1025,0.3905106532895161
844,Wiglett,10,801-1025,0.38827267775222324
845,Passimian,10,801-1025,0.3860973950960897
846,Ambipom,10,801-1025,0.38398171330793496
847,Bunnelby,10,801-1025,0.3819227559309533
848,Drizzile,10,801-1025,0.37991784282579627
849,Accelgor,10,801-1025,0.37796447300922725
850,Bergmite,10,801-1025,0.3760603093086394
851,Hypno,10,801-1025,0.3742031646082125
852,Spewpa,10,801-1025,0.37239098949398236
853,Terrakion,10,801-1025,0.3706218611316513
854,Mandibuzz,10,801-1025,0.36889397323344053
855,Slakoth,10,801-1025,0.3672056269893592
856,Shiinotic,9,801-1025,0.36555522285451236
857,Mudbray,9,801-1025,0.3639412530979476
858,Cetoddle,9,801-1025,0.362362295030433
859,Dustox,9,801-1025,0.360817004838774
860,Panpour,9,801-1025,0.3593041119630842
861,Dolliv,9,801-1025,0.35782241396102615
862,Venomoth,9,801-1025,0.3563707718096288
863,Klang,9,801-1025,0.3549481056010053
864,Finneon,9,801-1025,0.3535533905932738
865,Exeggcute,9,801-1025,0.3521856535823236
866,Lokix,9,801-1025,0.35084396956386854
867,Mr. Mime,9,801-1025,0.3495274586585512
868,Gothorita,9,801-1025,0.3482352832757854
869,Exploud,9,801-1025,0.346966645494591
870,Weedle,9,801-1025,0.345720784641941
871,Iron Treads,9,801-1025,0.34449697505113935
872,Arctozolt,9,801-1025,0.34329452398451965
873,Pansage,9,801-1025,0.3421127697063215
874,Pincurchin,9,801-1025,0.3409510796929954
875,Swalot,9,801-1025,0.3398088489694245
876,Glimmora,9,801-1025,0.3386854985606571
877,Seaking,9,801-1025,0.3375804740497263
878,Fearow,9,801-1025,0.33649324423301513
879,Brambleghast,9,801-1025,0.3354232998654124
880,Lileep,9,801-1025,0.334370152488211
881,Geodude,9,801-1025,0.3333333333333333
882,Qwilfish,9,801-1025,0.33231239229804016
883,Oranguru,9,801-1025,0.33130689698479016
884,Spearow,9,801-1025,0.3303164318013807
885,Mothim,9,801-1025,0.329340597116918
886,Eelektrik,9,801-1025,0.32837900846954027
887,Igglybuff,9,801-1025,0.32743129582216096
888,Happiny,9,801-1025,0.3264971028628052
889,Ledyba,9,801-1025,0.3255760863463961
890,Naclstack,9,801-1025,0.32466791547509893
891,Toxel,9,801-1025,0.32377227131456426
892,Flamigo,9,801-1025,0.322888846243622
893,Orthworm,9,801-1025,0.32201734343516736
894,Wattrel,9,801-1025,0.321157476366158
895,Medicham,9,801-1025,0.32030896835479866
896,Nosepass,9,801-1025,0.3194715521231362
897,Quaxwell,9,801-1025,0.31864496938342196
898,Baltoy,9,801-1025,0.31782897044671854
899,Heatmor,9,801-1025,0.31702331385234306
900,Loudred,9,801-1025,0.31622776601683794
901,Goldeen,9,801-1025,0.3154421009012572
902,Feebas,9,801-1025,0.3146660996956416
903,Ting-Lu,9,801-1025,0.3138995505196357
904,Castform,9,801-1025,0.31314224813827346
905,Mime Jr.,9,801-1025,0.3123939936920256
906,Scovillain,9,801-1025,0.31165459444026555
907,Cufant,9,801-1025,0.31092386351736717
908,Pansear,9,801-1025,0.31020161970069987
909,Metapod,9,801-1025,0.3094876871898382
910,Toedscool,9,801-1025,0.3087818953963448
911,Meditite,9,801-1025,0.3080840787435305
912,Bronzor,9,801-1025,0.30739407647563216
913,Skwovet,9,801-1025,0.30671173247588646
914,Bouffalant,9,801-1025,0.306036895093009
915,Espathra,9,801-1025,0.30536941697562214
916,Revavroom,9,801-1025,0.3047091549142
917,Klawf,9,801-1025,0.3040559696901293
918,Pecharun,9,801-1025,0.3034097259315072
919,Sawk,9,801-1025,0.302770291975321
920,Kricketot,9,801-1025,0.3021375397356768
921,Vigoroth,9,801-1025,0.30151134457776363
922,Shelmet,9,801-1025,0.3008915851972576
923,Conkeldurr,9,801-1025,0.30027814350488985
924,Cherrim,9,801-1025,0.2996709045159163
925,Sunkern,9,801-1025,0.2990697562442441
926,Tranquill,9,801-1025,0.2984745896009823
927,Thwackey,9,801-1025,0.29788529829719923
928,Magby,9,801-1025,0.29730177875068026
929,Bombirdier,9,801-1025,0.29672392999649083
930,Lickilicky,9,801-1025,0.29615165360116247
931,Skrelp,9,801-1025,0.29558485358032777
932,Drowzee,9,801-1025,0.2950234363196404
933,Spritzee,9,801-1025,0.294467310498826
934,Veluza,9,801-1025,0.29391638701871664
935,Arctibax,9,801-1025,0.2933705789311311
936,Sandaconda,9,801-1025,0.29282980137146974
937,Carkol,9,801-1025,0.29229397149389874
938,Ferroseed,9,801-1025,0.291763008409008
939,Iron Boulder,9,801-1025,0.29123683312382914
940,Calyrex,9,801-1025,0.29071536848410967
941,Crabrawler,9,801-1025,0.29019853911874177
942,Tinkatink,9,801-1025,0.2896862713862514
943,Graveler,9,801-1025,0.2891784933232571
944,Simisage,9,801-1025,0.28867513459481287
945,Pineco,9,801-1025,0.28817612644655344
946,Hippopotas,9,801-1025,0.2876814016585653
947,Raticate,9,801-1025,0.287190894500909
948,Bramblin,9,801-1025,0.2867045406907234
949,Remoraid,9,801-1025,0.286222277350845
950,Morgrem,9,801-1025,0.28574404296987993
951,Quilladin,9,801-1025,0.28526977736366665
952,Snubbull,9,801-1025,0.2847994216380737
953,Kakuna,9,801-1025,0.2843329181530769
954,Purugly,9,801-1025,0.2838702104880645
955,Stunfisk,9,801-1025,0.2834112434083198
956,Timburr,9,801-1025,0.2829559628326351
957,Barraskewda,9,801-1025,0.28250431580201074
958,Barboach,9,801-1025,0.2820562504493971
959,Okidogi,9,801-1025,0.2816117159704376
960,Tympole,9,801-1025,0.28117066259517454
961,Probopass,9,801-1025,0.28073304156067924
962,Greedent,9,801-1025,0.2802988050845715
963,Granbull,9,801-1025,0.27986790633939385
964,Grumpig,9,801-1025,0.27944029942780807
965,Chewtle,9,801-1025,0.2790159393585827
966,Karrablast,9,801-1025,0.2785947820233417
967,Nymble,9,801-1025,0.27817678417404584
968,Luvdisc,9,801-1025,0.2777619034011791
969,Tadbulb,9,801-1025,0.2773500981126146
970,Barbaracle,9,801-1025,0.27694132751313416
971,Stantler,9,801-1025,0.2765355515845788
972,Impidimp,9,801-1025,0.2761327310666056
973,Throh,9,801-1025,0.27573282743803024
974,Scatterbug,9,801-1025,0.2753358028987337
975,Palpitoad,9,801-1025,0.274941620352113
976,Skuntank,9,801-1025,0.2745502433880562
977,Tarountula,9,801-1025,0.2741616362664238
978,Simipour,9,801-1025,0.2737757639010184
979,Burmy,9,801-1025,0.27339259184402487
980,Arctovish,9,801-1025,0.2730120862709067
981,Rolycoly,9,801-1025,0.2726342139657395
982,Spidops,9,801-1025,0.2722589423069702
983,Glimmet,9,801-1025,0.2718862392535843
984,Silicobra,9,801-1025,0.27151607333166955
985,Stunky,9,801-1025,0.2711484136213612
986,Aromatisse,9,801-1025,0.27078322974415653
987,Dottler,9,801-1025,0.2704204918505864
988,Alomomola,9,801-1025,0.27006017060823184
989,Huntail,9,801-1025,0.26970223719007375
990,Simisear,9,801-1025,0.2693466632631657
991,Gothita,9,801-1025,0.26899342097761825
992,Varoom,9,801-1025,0.2686424829558855
993,Wormadam,9,801-1025,0.268293822282343
994,Arrokuda,9,801-1025,0.26794741249314913
995,Rabsca,9,801-1025,0.2676032275663791
996,Jynx,9,801-1025,0.2672612419124244
997,Shroodle,9,801-1025,0.26692143036464805
998,Tyrogue,9,801-1025,0.26658376817028856
999,Oinkologne,9,801-1025,0.26624823098160405
1000,Gorebyss,9,801-1025,0.26591479484724945
1001,Silcoon,9,801-1025,0.2655834362038789
1002,Gumshoos,9,801-1025,0.2652541318679677
1003,Patrat,9,801-1025,0.26492685902784496
1004,Yungoos,9,801-1025,0.26460159523593296
1005,Diggersby,9,801-1025,0.26427831840118443
1006,Gurdurr,9,801-1025,0.2639570067817139
1007,Vullaby,9,801-1025,0.2636376389776156
1008,Squawkabilly,9,801-1025,0.26332019392396333
1009,Cascoon,8,801-1025,0.2630046508839862
1010,Crabominable,8,801-1025,0.2626909894424158
1011,Basculin,8,801-1025,0.26237918949899863
1012,Illumise,8,801-1025,0.2620692312621696
1013,Enamorus,8,801-1025,0.26176109524288205
1014,Maschiff,8,801-1025,0.2614547622485892
1015,Volbeat,8,801-1025,0.2611502133773728
1016,Frigibax,8,801-1025,0.26084743001221455
1017,Flittle,8,801-1025,0.26054639381540684
1018,Watchog,8,801-1025,0.2602470867230979
1019,Blipbug,8,801-1025,0.25994949093996816
1020,Capsakid,8,801-1025,0.25965358893403384
1021,Smoochum,8,801-1025,0.25935936343157395
1022,Munkidori,8,801-1025,0.2590667974121779
1023,Binacle,8,801-1025,0.2587758741039097
1024,Bruxish,8,801-1025,0.2584865769785853
1025,Rellor,8,801-1025,0.2581988897471611
